Clock,Servers,QueueSize,Processed,Blocked
[Cycle 7942] Servers: 16, Queue: 259, Processed: 7076, Blocked: 25
[Cycle 7943] Servers: 16, Queue: 259, Processed: 7077, Blocked: 25
[Cycle 7944] Servers: 16, Queue: 259, Processed: 7078, Blocked: 25
[Cycle 7945] Servers: 16, Queue: 260, Processed: 7078, Blocked: 25
[Cycle 7946] Servers: 16, Queue: 260, Processed: 7078, Blocked: 25
[Cycle 7947] Servers: 16, Queue: 261, Processed: 7078, Blocked: 25
[Cycle 7948] Servers: 16, Queue: 261, Processed: 7079, Blocked: 25
[Cycle 7949] Servers: 16, Queue: 262, Processed: 7079, Blocked: 25
[Cycle 7950] Servers: 16, Queue: 263, Processed: 7079, Blocked: 25
[Cycle 7951] Servers: 16, Queue: 264, Processed: 7079, Blocked: 25
[Cycle 7952] Servers: 16, Queue: 264, Processed: 7080, Blocked: 25
[Cycle 7953] Servers: 16, Queue: 263, Processed: 7082, Blocked: 25
[Cycle 7954] Servers: 16, Queue: 261, Processed: 7085, Blocked: 25
[Cycle 7955] Servers: 16, Queue: 259, Processed: 7088, Blocked: 25
[Cycle 7956] Servers: 16, Queue: 259, Processed: 7088, Blocked: 25
[Cycle 7957] Servers: 16, Queue: 260, Processed: 7088, Blocked: 25
[Cycle 7958] Servers: 16, Queue: 261, Processed: 7088, Blocked: 25
[Cycle 7959] Servers: 16, Queue: 262, Processed: 7088, Blocked: 25
[Cycle 7960] Servers: 16, Queue: 262, Processed: 7088, Blocked: 25
[Cycle 7961] Servers: 16, Queue: 261, Processed: 7090, Blocked: 25
[Cycle 7962] Servers: 16, Queue: 262, Processed: 7090, Blocked: 25
[Cycle 7963] Servers: 16, Queue: 263, Processed: 7090, Blocked: 25
[Cycle 7964] Servers: 16, Queue: 263, Processed: 7091, Blocked: 25
[Cycle 7965] Servers: 16, Queue: 263, Processed: 7092, Blocked: 25
[Cycle 7966] Servers: 16, Queue: 263, Processed: 7093, Blocked: 25
[Cycle 7967] Servers: 16, Queue: 263, Processed: 7094, Blocked: 25
[Cycle 7968] Servers: 16, Queue: 261, Processed: 7097, Blocked: 25
[Cycle 7969] Servers: 16, Queue: 262, Processed: 7097, Blocked: 25
[Cycle 7970] Servers: 16, Queue: 263, Processed: 7097, Blocked: 25
[Cycle 7971] Servers: 16, Queue: 263, Processed: 7098, Blocked: 25
[Cycle 7972] Servers: 16, Queue: 264, Processed: 7098, Blocked: 25
[Cycle 7973] Servers: 16, Queue: 263, Processed: 7099, Blocked: 25
[Cycle 7974] Servers: 16, Queue: 262, Processed: 7101, Blocked: 25
[Cycle 7975] Servers: 16, Queue: 262, Processed: 7102, Blocked: 25
[Cycle 7976] Servers: 16, Queue: 262, Processed: 7103, Blocked: 25
[Cycle 7977] Servers: 16, Queue: 263, Processed: 7103, Blocked: 25
[Cycle 7978] Servers: 16, Queue: 262, Processed: 7105, Blocked: 25
[Cycle 7979] Servers: 16, Queue: 262, Processed: 7106, Blocked: 25
[Cycle 7980] Servers: 16, Queue: 263, Processed: 7106, Blocked: 25
[Cycle 7981] Servers: 16, Queue: 263, Processed: 7107, Blocked: 25
[Cycle 7982] Servers: 16, Queue: 261, Processed: 7110, Blocked: 25
[Cycle 7983] Servers: 16, Queue: 262, Processed: 7110, Blocked: 25
[Cycle 7984] Servers: 16, Queue: 261, Processed: 7111, Blocked: 25
[Cycle 7985] Servers: 16, Queue: 262, Processed: 7111, Blocked: 25
[Cycle 7986] Servers: 16, Queue: 262, Processed: 7112, Blocked: 25
[Cycle 7987] Servers: 16, Queue: 263, Processed: 7112, Blocked: 25
[Cycle 7988] Servers: 16, Queue: 263, Processed: 7113, Blocked: 25
[Cycle 7989] Servers: 16, Queue: 262, Processed: 7115, Blocked: 25
[Cycle 7990] Servers: 16, Queue: 263, Processed: 7115, Blocked: 25
[Cycle 7991] Servers: 16, Queue: 261, Processed: 7117, Blocked: 25
[Cycle 7992] Servers: 16, Queue: 261, Processed: 7118, Blocked: 25
[Cycle 7993] Servers: 16, Queue: 261, Processed: 7119, Blocked: 25
[Cycle 7994] Servers: 16, Queue: 261, Processed: 7120, Blocked: 25
[Cycle 7995] Servers: 16, Queue: 262, Processed: 7120, Blocked: 25
[Cycle 7996] Servers: 16, Queue: 262, Processed: 7121, Blocked: 25
[Cycle 7997] Servers: 16, Queue: 261, Processed: 7122, Blocked: 25
[Cycle 7998] Servers: 16, Queue: 261, Processed: 7123, Blocked: 25
[Cycle 7999] Servers: 16, Queue: 262, Processed: 7123, Blocked: 25
[Cycle 8000] Servers: 16, Queue: 262, Processed: 7124, Blocked: 25
[Cycle 8001] Servers: 16, Queue: 260, Processed: 7127, Blocked: 25
[Cycle 8002] Servers: 16, Queue: 261, Processed: 7127, Blocked: 25
[Cycle 8003] Servers: 16, Queue: 259, Processed: 7130, Blocked: 25
[Cycle 8004] Servers: 16, Queue: 260, Processed: 7130, Blocked: 25
[Cycle 8005] Servers: 16, Queue: 261, Processed: 7130, Blocked: 25
[Cycle 8006] Servers: 16, Queue: 260, Processed: 7132, Blocked: 25
[Cycle 8007] Servers: 16, Queue: 261, Processed: 7132, Blocked: 25
[Cycle 8008] Servers: 16, Queue: 262, Processed: 7132, Blocked: 25
[Cycle 8009] Servers: 16, Queue: 262, Processed: 7133, Blocked: 25
[Cycle 8010] Servers: 16, Queue: 262, Processed: 7134, Blocked: 25
[Cycle 8011] Servers: 16, Queue: 263, Processed: 7134, Blocked: 25
[Cycle 8012] Servers: 16, Queue: 263, Processed: 7135, Blocked: 25
[Cycle 8013] Servers: 16, Queue: 262, Processed: 7137, Blocked: 25
[Cycle 8014] Servers: 16, Queue: 263, Processed: 7137, Blocked: 25
[Cycle 8015] Servers: 16, Queue: 263, Processed: 7138, Blocked: 25
[Cycle 8016] Servers: 16, Queue: 264, Processed: 7138, Blocked: 25
[Cycle 8017] Servers: 16, Queue: 264, Processed: 7139, Blocked: 25
[Cycle 8018] Servers: 16, Queue: 265, Processed: 7139, Blocked: 25
[Cycle 8019] Servers: 16, Queue: 265, Processed: 7140, Blocked: 25
[Cycle 8020] Servers: 16, Queue: 266, Processed: 7140, Blocked: 25
[Cycle 8021] Servers: 16, Queue: 265, Processed: 7142, Blocked: 25
[Cycle 8022] Servers: 16, Queue: 265, Processed: 7143, Blocked: 25
[Cycle 8023] Servers: 16, Queue: 265, Processed: 7144, Blocked: 25
[Cycle 8024] Servers: 16, Queue: 265, Processed: 7145, Blocked: 25
[Cycle 8025] Servers: 16, Queue: 265, Processed: 7146, Blocked: 25
[Cycle 8026] Servers: 16, Queue: 265, Processed: 7147, Blocked: 25
[Cycle 8027] Servers: 16, Queue: 266, Processed: 7147, Blocked: 25
[Cycle 8028] Servers: 16, Queue: 266, Processed: 7148, Blocked: 25
[Cycle 8029] Servers: 16, Queue: 266, Processed: 7149, Blocked: 25
[Cycle 8030] Servers: 16, Queue: 267, Processed: 7149, Blocked: 25
[Cycle 8031] Servers: 16, Queue: 267, Processed: 7150, Blocked: 25
[Cycle 8032] Servers: 16, Queue: 268, Processed: 7150, Blocked: 25
[Cycle 8033] Servers: 16, Queue: 267, Processed: 7152, Blocked: 25
[Cycle 8034] Servers: 16, Queue: 268, Processed: 7152, Blocked: 25
[Cycle 8035] Servers: 16, Queue: 267, Processed: 7154, Blocked: 25
[Cycle 8036] Servers: 16, Queue: 267, Processed: 7155, Blocked: 25
[Cycle 8037] Servers: 16, Queue: 267, Processed: 7155, Blocked: 25
[Cycle 8038] Servers: 16, Queue: 268, Processed: 7155, Blocked: 25
[Cycle 8039] Servers: 16, Queue: 267, Processed: 7157, Blocked: 25
[Cycle 8040] Servers: 16, Queue: 267, Processed: 7158, Blocked: 25
[Cycle 8041] Servers: 16, Queue: 267, Processed: 7159, Blocked: 25
[Cycle 8042] Servers: 16, Queue: 267, Processed: 7160, Blocked: 25
[Cycle 8043] Servers: 16, Queue: 268, Processed: 7160, Blocked: 25
[Cycle 8044] Servers: 16, Queue: 267, Processed: 7162, Blocked: 25
[Cycle 8045] Servers: 16, Queue: 267, Processed: 7163, Blocked: 25
[Cycle 8046] Servers: 16, Queue: 268, Processed: 7163, Blocked: 25
[Cycle 8047] Servers: 16, Queue: 268, Processed: 7164, Blocked: 25
[Cycle 8048] Servers: 16, Queue: 266, Processed: 7167, Blocked: 25
[Cycle 8049] Servers: 16, Queue: 267, Processed: 7167, Blocked: 25
[Cycle 8050] Servers: 16, Queue: 266, Processed: 7169, Blocked: 25
[Cycle 8051] Servers: 16, Queue: 266, Processed: 7170, Blocked: 25
[Cycle 8052] Servers: 16, Queue: 265, Processed: 7172, Blocked: 25
[Cycle 8053] Servers: 16, Queue: 266, Processed: 7172, Blocked: 25
[Cycle 8054] Servers: 16, Queue: 267, Processed: 7172, Blocked: 25
[Cycle 8055] Servers: 16, Queue: 268, Processed: 7172, Blocked: 25
[Cycle 8056] Servers: 16, Queue: 269, Processed: 7172, Blocked: 25
[Cycle 8057] Servers: 16, Queue: 270, Processed: 7172, Blocked: 25
[Cycle 8058] Servers: 16, Queue: 270, Processed: 7173, Blocked: 25
[Cycle 8059] Servers: 16, Queue: 271, Processed: 7173, Blocked: 25
[Cycle 8060] Servers: 16, Queue: 271, Processed: 7174, Blocked: 25
[Cycle 8061] Servers: 16, Queue: 271, Processed: 7175, Blocked: 25
[Cycle 8062] Servers: 16, Queue: 270, Processed: 7177, Blocked: 25
[Cycle 8063] Servers: 16, Queue: 268, Processed: 7180, Blocked: 25
[Cycle 8064] Servers: 16, Queue: 269, Processed: 7180, Blocked: 25
[Cycle 8065] Servers: 16, Queue: 270, Processed: 7180, Blocked: 25
[Cycle 8066] Servers: 16, Queue: 271, Processed: 7180, Blocked: 25
[Cycle 8067] Servers: 16, Queue: 271, Processed: 7180, Blocked: 25
[Cycle 8068] Servers: 16, Queue: 271, Processed: 7181, Blocked: 25
[Cycle 8069] Servers: 16, Queue: 270, Processed: 7183, Blocked: 25
[Cycle 8070] Servers: 16, Queue: 270, Processed: 7184, Blocked: 25
[Cycle 8071] Servers: 16, Queue: 270, Processed: 7185, Blocked: 25
[Cycle 8072] Servers: 16, Queue: 271, Processed: 7185, Blocked: 25
[Cycle 8073] Servers: 16, Queue: 272, Processed: 7185, Blocked: 25
[Cycle 8074] Servers: 16, Queue: 273, Processed: 7185, Blocked: 25
[Cycle 8075] Servers: 16, Queue: 271, Processed: 7188, Blocked: 25
[Cycle 8076] Servers: 16, Queue: 271, Processed: 7189, Blocked: 25
[Cycle 8077] Servers: 16, Queue: 271, Processed: 7190, Blocked: 25
[Cycle 8078] Servers: 16, Queue: 272, Processed: 7190, Blocked: 25
[Cycle 8079] Servers: 16, Queue: 271, Processed: 7192, Blocked: 25
[Cycle 8080] Servers: 16, Queue: 269, Processed: 7195, Blocked: 25
[Cycle 8081] Servers: 16, Queue: 270, Processed: 7195, Blocked: 25
[Cycle 8082] Servers: 16, Queue: 269, Processed: 7197, Blocked: 25
[Cycle 8083] Servers: 16, Queue: 270, Processed: 7197, Blocked: 25
[Cycle 8084] Servers: 16, Queue: 271, Processed: 7197, Blocked: 25
[Cycle 8085] Servers: 16, Queue: 271, Processed: 7198, Blocked: 25
[Cycle 8086] Servers: 16, Queue: 272, Processed: 7198, Blocked: 25
[Cycle 8087] Servers: 16, Queue: 272, Processed: 7199, Blocked: 25
[Cycle 8088] Servers: 16, Queue: 271, Processed: 7201, Blocked: 25
[Cycle 8089] Servers: 16, Queue: 272, Processed: 7201, Blocked: 25
[Cycle 8090] Servers: 16, Queue: 271, Processed: 7203, Blocked: 25
[Cycle 8091] Servers: 16, Queue: 272, Processed: 7203, Blocked: 25
[Cycle 8092] Servers: 16, Queue: 271, Processed: 7205, Blocked: 25
[Cycle 8093] Servers: 16, Queue: 271, Processed: 7206, Blocked: 25
[Cycle 8094] Servers: 16, Queue: 270, Processed: 7207, Blocked: 25
[Cycle 8095] Servers: 16, Queue: 270, Processed: 7208, Blocked: 25
[Cycle 8096] Servers: 16, Queue: 271, Processed: 7208, Blocked: 25
[Cycle 8097] Servers: 16, Queue: 271, Processed: 7209, Blocked: 25
[Cycle 8098] Servers: 16, Queue: 272, Processed: 7209, Blocked: 25
[Cycle 8099] Servers: 16, Queue: 273, Processed: 7209, Blocked: 25
[Cycle 8100] Servers: 16, Queue: 274, Processed: 7209, Blocked: 25
[Cycle 8101] Servers: 16, Queue: 275, Processed: 7209, Blocked: 25
[Cycle 8102] Servers: 16, Queue: 275, Processed: 7210, Blocked: 25
[Cycle 8103] Servers: 16, Queue: 275, Processed: 7211, Blocked: 25
[Cycle 8104] Servers: 16, Queue: 274, Processed: 7213, Blocked: 25
[Cycle 8105] Servers: 16, Queue: 275, Processed: 7213, Blocked: 25
[Cycle 8106] Servers: 16, Queue: 274, Processed: 7215, Blocked: 25
[Cycle 8107] Servers: 16, Queue: 274, Processed: 7216, Blocked: 25
[Cycle 8108] Servers: 16, Queue: 275, Processed: 7216, Blocked: 25
[Cycle 8109] Servers: 16, Queue: 275, Processed: 7217, Blocked: 25
[Cycle 8110] Servers: 16, Queue: 276, Processed: 7217, Blocked: 25
[Cycle 8111] Servers: 16, Queue: 276, Processed: 7218, Blocked: 25
[Cycle 8112] Servers: 16, Queue: 277, Processed: 7218, Blocked: 25
[Cycle 8113] Servers: 16, Queue: 278, Processed: 7218, Blocked: 25
[Cycle 8114] Servers: 16, Queue: 277, Processed: 7219, Blocked: 25
[Cycle 8115] Servers: 16, Queue: 275, Processed: 7222, Blocked: 25
[Cycle 8116] Servers: 16, Queue: 275, Processed: 7223, Blocked: 25
[Cycle 8117] Servers: 16, Queue: 274, Processed: 7225, Blocked: 25
[Cycle 8118] Servers: 16, Queue: 274, Processed: 7226, Blocked: 25
[Cycle 8119] Servers: 16, Queue: 273, Processed: 7228, Blocked: 25
[Cycle 8120] Servers: 16, Queue: 273, Processed: 7229, Blocked: 25
[Cycle 8121] Servers: 16, Queue: 273, Processed: 7230, Blocked: 25
[Cycle 8122] Servers: 16, Queue: 272, Processed: 7232, Blocked: 25
[Cycle 8123] Servers: 16, Queue: 272, Processed: 7232, Blocked: 25
[Cycle 8124] Servers: 16, Queue: 272, Processed: 7233, Blocked: 25
[Cycle 8125] Servers: 16, Queue: 273, Processed: 7233, Blocked: 25
[Cycle 8126] Servers: 16, Queue: 272, Processed: 7235, Blocked: 25
[Cycle 8127] Servers: 16, Queue: 272, Processed: 7236, Blocked: 25
[Cycle 8128] Servers: 16, Queue: 272, Processed: 7237, Blocked: 25
[Cycle 8129] Servers: 16, Queue: 272, Processed: 7237, Blocked: 25
[Cycle 8130] Servers: 16, Queue: 273, Processed: 7237, Blocked: 25
[Cycle 8131] Servers: 16, Queue: 274, Processed: 7237, Blocked: 25
[Cycle 8132] Servers: 16, Queue: 273, Processed: 7239, Blocked: 25
[Cycle 8133] Servers: 16, Queue: 273, Processed: 7240, Blocked: 25
[Cycle 8134] Servers: 16, Queue: 273, Processed: 7240, Blocked: 25
[Cycle 8135] Servers: 16, Queue: 273, Processed: 7241, Blocked: 25
[Cycle 8136] Servers: 16, Queue: 274, Processed: 7241, Blocked: 25
[Cycle 8137] Servers: 16, Queue: 273, Processed: 7243, Blocked: 25
[Cycle 8138] Servers: 16, Queue: 271, Processed: 7245, Blocked: 25
[Cycle 8139] Servers: 16, Queue: 272, Processed: 7245, Blocked: 25
[Cycle 8140] Servers: 16, Queue: 271, Processed: 7247, Blocked: 25
[Cycle 8141] Servers: 16, Queue: 271, Processed: 7248, Blocked: 25
[Cycle 8142] Servers: 16, Queue: 271, Processed: 7248, Blocked: 25
[Cycle 8143] Servers: 16, Queue: 271, Processed: 7249, Blocked: 25
[Cycle 8144] Servers: 16, Queue: 272, Processed: 7249, Blocked: 25
[Cycle 8145] Servers: 16, Queue: 269, Processed: 7252, Blocked: 25
[Cycle 8146] Servers: 16, Queue: 270, Processed: 7252, Blocked: 25
[Cycle 8147] Servers: 16, Queue: 270, Processed: 7253, Blocked: 25
[Cycle 8148] Servers: 16, Queue: 270, Processed: 7254, Blocked: 25
[Cycle 8149] Servers: 16, Queue: 270, Processed: 7255, Blocked: 25
[Cycle 8150] Servers: 16, Queue: 270, Processed: 7256, Blocked: 25
[Cycle 8151] Servers: 16, Queue: 270, Processed: 7257, Blocked: 25
[Cycle 8152] Servers: 16, Queue: 268, Processed: 7259, Blocked: 25
[Cycle 8153] Servers: 16, Queue: 267, Processed: 7261, Blocked: 25
[Cycle 8154] Servers: 16, Queue: 268, Processed: 7261, Blocked: 25
[Cycle 8155] Servers: 16, Queue: 269, Processed: 7261, Blocked: 25
[Cycle 8156] Servers: 16, Queue: 269, Processed: 7261, Blocked: 25
[Cycle 8157] Servers: 16, Queue: 268, Processed: 7263, Blocked: 25
[Cycle 8158] Servers: 16, Queue: 269, Processed: 7263, Blocked: 25
[Cycle 8159] Servers: 16, Queue: 267, Processed: 7266, Blocked: 25
[Cycle 8160] Servers: 16, Queue: 267, Processed: 7267, Blocked: 25
[Cycle 8161] Servers: 16, Queue: 268, Processed: 7267, Blocked: 25
[Cycle 8162] Servers: 16, Queue: 268, Processed: 7268, Blocked: 25
[Cycle 8163] Servers: 16, Queue: 267, Processed: 7270, Blocked: 25
[Cycle 8164] Servers: 16, Queue: 268, Processed: 7270, Blocked: 25
[Cycle 8165] Servers: 16, Queue: 267, Processed: 7272, Blocked: 25
[Cycle 8166] Servers: 16, Queue: 267, Processed: 7273, Blocked: 25
[Cycle 8167] Servers: 16, Queue: 268, Processed: 7273, Blocked: 25
[Cycle 8168] Servers: 16, Queue: 267, Processed: 7275, Blocked: 25
[Cycle 8169] Servers: 16, Queue: 266, Processed: 7277, Blocked: 25
[Cycle 8170] Servers: 16, Queue: 267, Processed: 7277, Blocked: 25
[Cycle 8171] Servers: 16, Queue: 267, Processed: 7278, Blocked: 25
[Cycle 8172] Servers: 16, Queue: 266, Processed: 7280, Blocked: 25
[Cycle 8173] Servers: 16, Queue: 267, Processed: 7280, Blocked: 25
[Cycle 8174] Servers: 16, Queue: 267, Processed: 7281, Blocked: 25
[Cycle 8175] Servers: 16, Queue: 266, Processed: 7283, Blocked: 25
[Cycle 8176] Servers: 16, Queue: 265, Processed: 7285, Blocked: 25
[Cycle 8177] Servers: 16, Queue: 266, Processed: 7285, Blocked: 25
[Cycle 8178] Servers: 16, Queue: 265, Processed: 7287, Blocked: 25
[Cycle 8179] Servers: 16, Queue: 265, Processed: 7288, Blocked: 25
[Cycle 8180] Servers: 16, Queue: 265, Processed: 7289, Blocked: 25
[Cycle 8181] Servers: 16, Queue: 265, Processed: 7289, Blocked: 25
[Cycle 8182] Servers: 16, Queue: 263, Processed: 7292, Blocked: 25
[Cycle 8183] Servers: 16, Queue: 263, Processed: 7293, Blocked: 25
[Cycle 8184] Servers: 16, Queue: 264, Processed: 7293, Blocked: 25
[Cycle 8185] Servers: 16, Queue: 265, Processed: 7293, Blocked: 25
[Cycle 8186] Servers: 16, Queue: 266, Processed: 7293, Blocked: 25
[Cycle 8187] Servers: 16, Queue: 267, Processed: 7293, Blocked: 25
[Cycle 8188] Servers: 16, Queue: 266, Processed: 7295, Blocked: 25
[Cycle 8189] Servers: 16, Queue: 266, Processed: 7296, Blocked: 25
[Cycle 8190] Servers: 16, Queue: 267, Processed: 7296, Blocked: 25
[Cycle 8191] Servers: 16, Queue: 266, Processed: 7297, Blocked: 25
[Cycle 8192] Servers: 16, Queue: 267, Processed: 7297, Blocked: 25
[Cycle 8193] Servers: 16, Queue: 266, Processed: 7299, Blocked: 25
[Cycle 8194] Servers: 16, Queue: 266, Processed: 7300, Blocked: 25
[Cycle 8195] Servers: 16, Queue: 267, Processed: 7300, Blocked: 25
[Cycle 8196] Servers: 16, Queue: 268, Processed: 7300, Blocked: 25
[Cycle 8197] Servers: 16, Queue: 268, Processed: 7301, Blocked: 25
[Cycle 8198] Servers: 16, Queue: 269, Processed: 7301, Blocked: 25
[Cycle 8199] Servers: 16, Queue: 268, Processed: 7303, Blocked: 25
[Cycle 8200] Servers: 16, Queue: 268, Processed: 7304, Blocked: 25
[Cycle 8201] Servers: 16, Queue: 268, Processed: 7305, Blocked: 25
[Cycle 8202] Servers: 16, Queue: 268, Processed: 7306, Blocked: 25
[Cycle 8203] Servers: 16, Queue: 268, Processed: 7307, Blocked: 25
[Cycle 8204] Servers: 16, Queue: 267, Processed: 7309, Blocked: 25
[Cycle 8205] Servers: 16, Queue: 268, Processed: 7309, Blocked: 25
[Cycle 8206] Servers: 16, Queue: 267, Processed: 7310, Blocked: 25
[Cycle 8207] Servers: 16, Queue: 268, Processed: 7310, Blocked: 25
[Cycle 8208] Servers: 16, Queue: 269, Processed: 7310, Blocked: 25
[Cycle 8209] Servers: 16, Queue: 270, Processed: 7310, Blocked: 25
[Cycle 8210] Servers: 16, Queue: 269, Processed: 7312, Blocked: 25
[Cycle 8211] Servers: 16, Queue: 268, Processed: 7314, Blocked: 25
[Cycle 8212] Servers: 16, Queue: 267, Processed: 7316, Blocked: 25
[Cycle 8213] Servers: 16, Queue: 267, Processed: 7317, Blocked: 25
[Cycle 8214] Servers: 16, Queue: 268, Processed: 7317, Blocked: 25
[Cycle 8215] Servers: 16, Queue: 267, Processed: 7319, Blocked: 25
[Cycle 8216] Servers: 16, Queue: 267, Processed: 7320, Blocked: 25
[Cycle 8217] Servers: 16, Queue: 268, Processed: 7320, Blocked: 25
[Cycle 8218] Servers: 16, Queue: 269, Processed: 7320, Blocked: 25
[Cycle 8219] Servers: 16, Queue: 270, Processed: 7320, Blocked: 25
[Cycle 8220] Servers: 16, Queue: 270, Processed: 7321, Blocked: 25
[Cycle 8221] Servers: 16, Queue: 269, Processed: 7322, Blocked: 25
[Cycle 8222] Servers: 16, Queue: 270, Processed: 7322, Blocked: 25
[Cycle 8223] Servers: 16, Queue: 267, Processed: 7326, Blocked: 25
[Cycle 8224] Servers: 16, Queue: 266, Processed: 7328, Blocked: 25
[Cycle 8225] Servers: 16, Queue: 266, Processed: 7328, Blocked: 25
[Cycle 8226] Servers: 16, Queue: 266, Processed: 7329, Blocked: 25
[Cycle 8227] Servers: 16, Queue: 266, Processed: 7329, Blocked: 25
[Cycle 8228] Servers: 16, Queue: 265, Processed: 7330, Blocked: 25
[Cycle 8229] Servers: 16, Queue: 266, Processed: 7330, Blocked: 25
[Cycle 8230] Servers: 16, Queue: 266, Processed: 7331, Blocked: 25
[Cycle 8231] Servers: 16, Queue: 266, Processed: 7331, Blocked: 25
[Cycle 8232] Servers: 16, Queue: 265, Processed: 7333, Blocked: 25
[Cycle 8233] Servers: 16, Queue: 265, Processed: 7334, Blocked: 25
[Cycle 8234] Servers: 16, Queue: 266, Processed: 7334, Blocked: 25
[Cycle 8235] Servers: 16, Queue: 266, Processed: 7335, Blocked: 25
[Cycle 8236] Servers: 16, Queue: 265, Processed: 7337, Blocked: 25
[Cycle 8237] Servers: 16, Queue: 264, Processed: 7339, Blocked: 25
[Cycle 8238] Servers: 16, Queue: 264, Processed: 7340, Blocked: 25
[Cycle 8239] Servers: 16, Queue: 264, Processed: 7340, Blocked: 25
[Cycle 8240] Servers: 16, Queue: 263, Processed: 7341, Blocked: 25
[Cycle 8241] Servers: 16, Queue: 263, Processed: 7342, Blocked: 25
[Cycle 8242] Servers: 16, Queue: 262, Processed: 7343, Blocked: 25
[Cycle 8243] Servers: 16, Queue: 262, Processed: 7344, Blocked: 25
[Cycle 8244] Servers: 16, Queue: 260, Processed: 7347, Blocked: 25
[Cycle 8245] Servers: 16, Queue: 261, Processed: 7347, Blocked: 25
[Cycle 8246] Servers: 16, Queue: 262, Processed: 7347, Blocked: 25
[Cycle 8247] Servers: 16, Queue: 261, Processed: 7349, Blocked: 25
[Cycle 8248] Servers: 16, Queue: 260, Processed: 7351, Blocked: 25
[Cycle 8249] Servers: 16, Queue: 261, Processed: 7351, Blocked: 25
[Cycle 8250] Servers: 16, Queue: 262, Processed: 7351, Blocked: 25
[Cycle 8251] Servers: 16, Queue: 263, Processed: 7351, Blocked: 25
[Cycle 8252] Servers: 16, Queue: 263, Processed: 7352, Blocked: 25
[Cycle 8253] Servers: 16, Queue: 263, Processed: 7353, Blocked: 25
[Cycle 8254] Servers: 16, Queue: 263, Processed: 7354, Blocked: 25
[Cycle 8255] Servers: 16, Queue: 263, Processed: 7355, Blocked: 25
[Cycle 8256] Servers: 16, Queue: 263, Processed: 7356, Blocked: 25
[Cycle 8257] Servers: 16, Queue: 263, Processed: 7357, Blocked: 25
[Cycle 8258] Servers: 16, Queue: 263, Processed: 7358, Blocked: 25
[Cycle 8259] Servers: 16, Queue: 264, Processed: 7358, Blocked: 25
[Cycle 8260] Servers: 16, Queue: 264, Processed: 7359, Blocked: 25
[Cycle 8261] Servers: 16, Queue: 264, Processed: 7360, Blocked: 25
[Cycle 8262] Servers: 16, Queue: 264, Processed: 7361, Blocked: 25
[Cycle 8263] Servers: 16, Queue: 264, Processed: 7362, Blocked: 25
[Cycle 8264] Servers: 16, Queue: 264, Processed: 7363, Blocked: 25
[Cycle 8265] Servers: 16, Queue: 264, Processed: 7364, Blocked: 25
[Cycle 8266] Servers: 16, Queue: 263, Processed: 7366, Blocked: 25
[Cycle 8267] Servers: 16, Queue: 264, Processed: 7366, Blocked: 25
[Cycle 8268] Servers: 16, Queue: 264, Processed: 7367, Blocked: 25
[Cycle 8269] Servers: 16, Queue: 263, Processed: 7369, Blocked: 25
[Cycle 8270] Servers: 16, Queue: 264, Processed: 7369, Blocked: 25
[Cycle 8271] Servers: 16, Queue: 264, Processed: 7370, Blocked: 25
[Cycle 8272] Servers: 16, Queue: 265, Processed: 7370, Blocked: 25
[Cycle 8273] Servers: 16, Queue: 265, Processed: 7371, Blocked: 25
[Cycle 8274] Servers: 16, Queue: 264, Processed: 7373, Blocked: 25
[Cycle 8275] Servers: 16, Queue: 265, Processed: 7373, Blocked: 25
[Cycle 8276] Servers: 16, Queue: 264, Processed: 7374, Blocked: 25
[Cycle 8277] Servers: 16, Queue: 265, Processed: 7374, Blocked: 25
[Cycle 8278] Servers: 16, Queue: 262, Processed: 7377, Blocked: 25
[Cycle 8279] Servers: 16, Queue: 263, Processed: 7377, Blocked: 25
[Cycle 8280] Servers: 16, Queue: 262, Processed: 7378, Blocked: 25
[Cycle 8281] Servers: 16, Queue: 261, Processed: 7380, Blocked: 25
[Cycle 8282] Servers: 16, Queue: 262, Processed: 7380, Blocked: 25
[Cycle 8283] Servers: 16, Queue: 262, Processed: 7380, Blocked: 25
[Cycle 8284] Servers: 16, Queue: 263, Processed: 7380, Blocked: 25
[Cycle 8285] Servers: 16, Queue: 262, Processed: 7381, Blocked: 25
[Cycle 8286] Servers: 16, Queue: 262, Processed: 7382, Blocked: 25
[Cycle 8287] Servers: 16, Queue: 262, Processed: 7383, Blocked: 25
[Cycle 8288] Servers: 16, Queue: 262, Processed: 7384, Blocked: 25
[Cycle 8289] Servers: 16, Queue: 263, Processed: 7384, Blocked: 25
[Cycle 8290] Servers: 16, Queue: 261, Processed: 7386, Blocked: 25
[Cycle 8291] Servers: 16, Queue: 262, Processed: 7386, Blocked: 25
[Cycle 8292] Servers: 16, Queue: 260, Processed: 7389, Blocked: 25
[Cycle 8293] Servers: 16, Queue: 260, Processed: 7390, Blocked: 25
[Cycle 8294] Servers: 16, Queue: 260, Processed: 7391, Blocked: 25
[Cycle 8295] Servers: 16, Queue: 260, Processed: 7392, Blocked: 25
[Cycle 8296] Servers: 16, Queue: 261, Processed: 7392, Blocked: 25
[Cycle 8297] Servers: 16, Queue: 262, Processed: 7392, Blocked: 25
[Cycle 8298] Servers: 16, Queue: 262, Processed: 7393, Blocked: 25
[Cycle 8299] Servers: 16, Queue: 262, Processed: 7394, Blocked: 25
